id,geometry,epsg
1826,POINT(2.27479598139 48.8428819504863),4326
1827,POINT(2.2695693806 48.8282244841863),4326
1840,POINT(2.28566569039 48.8338720084863),4326
1856,POINT(2.27565990154 48.8368406238863),4326
1896,POINT(2.32019311793 48.8439183510863),4326
1908,POINT(2.27251970755 48.8397012269863),4326
1909,POINT(2.296083848 48.8495698838863),4326
1947,POINT(2.29428355769 48.8304472026863),4326
1970,POINT(2.27818793689 48.8390198528863),4326
1971,POINT(2.29396708222 48.8521043312863),4326
1976,POINT(2.29942569587 48.8315416311863),4326
1979,POINT(2.27001502685 48.8301991978863),4326
1980,POINT(2.26931288487 48.8285544385863),4326
1990,POINT(2.28759377124 48.8517914932863),4326
1991,POINT(2.30613466178 48.8382223420863),4326
1994,POINT(2.30466716675 48.8486778136863),4326
2017,POINT(2.29289701457 48.8345104900863),4326
2018,POINT(2.26984903782 48.8283034668863),4326
2047,POINT(2.28579924587 48.8311631176863),4326
2048,POINT(2.3092708939 48.8446537753863),4326
2049,POINT(2.30173753227 48.8286410597863),4326
2059,POINT(2.27446818529 48.8343751823863),4326
2065,POINT(2.29671749829 48.8427977493863),4326
2068,POINT(2.31846610215 48.8404983086863),4326
2102,POINT(2.29175545574 48.8467829329863),4326
2103,POINT(2.28021974612 48.8462018701863),4326
2110,POINT(2.27410962499 48.8430528320863),4326
2115,POINT(2.27688560544 48.8365619039863),4326
2124,POINT(2.27416849849 48.8418643745863),4326
2138,POINT(2.3057549614 48.8376216796863),4326
2155,POINT(2.27273847898 48.8396791555863),4326
2161,POINT(2.27678387022 48.8377895644863),4326
2168,POINT(2.27928557271 48.8379700137863),4326
2169,POINT(2.30386920684 48.8411706232863),4326
2170,POINT(2.28579941311 48.8338226757862),4326
2201,POINT(2.29471995455 48.8314572685863),4326
2206,POINT(2.27560283733 48.8413583948863),4326
2220,POINT(2.2950939589 48.8377666067863),4326
2231,POINT(2.29953722758 48.8484896108863),4326
2232,POINT(2.30481446662 48.8468940818863),4326
2243,POINT(2.27304261872 48.8300596538863),4326
2244,POINT(2.2946859953 48.8517622184863),4326
2255,POINT(2.29757157426 48.8399317393863),4326
2256,POINT(2.30402171337 48.8307671830863),4326
2295,POINT(2.27957462331 48.8406636032863),4326
2325,POINT(2.29245028739 48.8300879158863),4326
2411,POINT(2.29762338669 48.8286555784863),4326
2416,POINT(2.28779200647 48.8325284470863),4326
2421,POINT(2.27845183765 48.8376182428863),4326
2427,POINT(2.29740118586 48.8313207310863),4326
2429,POINT(2.28539721435 48.8412645106863),4326
2430,POINT(2.30824054944 48.8369048194863),4326
2454,POINT(2.31721648277 48.8411287620863),4326
2467,POINT(2.27193747046 48.8375523906863),4326
2468,POINT(2.30644901256 48.8396493515863),4326
2500,POINT(2.30155569559 48.8307139091863),4326
2528,POINT(2.27199455368 48.8322714096863),4326
2541,POINT(2.29757099413 48.8507781297863),4326
2544,POINT(2.30760273942 48.8373534319863),4326
2550,POINT(2.30392522098 48.8491557822863),4326
2551,POINT(2.3012350471 48.8359050808863),4326
2553,POINT(2.31354854181 48.8421532932863),4326
2567,POINT(2.28698914153 48.8504172819863),4326
2568,POINT(2.29361726837 48.8449457889863),4326
2575,POINT(2.27234508323 48.8397719347863),4326
2588,POINT(2.27588919516 48.8431507389863),4326
2589,POINT(2.27218139018 48.8407799896863),4326
2603,POINT(2.28422683844 48.8531707058863),4326
2604,POINT(2.30780803742 48.8470223937863),4326
2612,POINT(2.3108548634 48.8476668836863),4326
2613,POINT(2.27859559261 48.8377390864863),4326
2641,POINT(2.30474758006 48.8450386193863),4326
2667,POINT(2.31608926999 48.8408061233863),4326
2679,POINT(2.31316800633 48.8379430727863),4326
2680,POINT(2.27709792423 48.8385914914863),4326
2681,POINT(2.29207595215 48.8396832324863),4326
2682,POINT(2.30160003723 48.8263008717863),4326
2694,POINT(2.28537099322 48.8487725133863),4326
2713,POINT(2.28177733845 48.8424263756863),4326
2714,POINT(2.29329414046 48.8385834357863),4326
2781,POINT(2.29946760415 48.8326827620863),4326
2785,POINT(2.2706854857 48.8284076375863),4326
2786,POINT(2.30274990898 48.8480588754863),4326
2797,POINT(2.28200931676 48.8497780843863),4326
2822,POINT(2.29988647306 48.8346821414863),4326
2827,POINT(2.29959620981 48.8320437532863),4326
2829,POINT(2.29588822968 48.8427798394863),4326
2833,POINT(2.29104198672 48.8401204536863),4326
2834,POINT(2.29461020925 48.8523159216863),4326
2890,POINT(2.30027664451 48.8323557272863),4326
2893,POINT(2.27519123687 48.8434798184863),4326
2901,POINT(2.28433094904 48.8417653090863),4326
2904,POINT(2.29549673239 48.8377177154863),4326
2909,POINT(2.29774270181 48.8393777967863),4326
2917,POINT(2.2811184793 48.8414653086863),4326
2919,POINT(2.31375518296 48.8411695191863),4326
2925,POINT(2.28091786193 48.8397426975863),4326
2983,POINT(2.29482969428 48.8318061363863),4326
3024,POINT(2.27224815974 48.8312410234863),4326
3025,POINT(2.28674910099 48.8507817298863),4326
3039,POINT(2.2905172686 48.8398463533863),4326
3068,POINT(2.27896534217 48.8389972004863),4326
3106,POINT(2.28973265372 48.8441389276863),4326
3116,POINT(2.3007868353 48.8305107532863),4326
3117,POINT(2.29265501622 48.8282960707863),4326
3148,POINT(2.28563940905 48.8466423426863),4326
3152,POINT(2.3008521257 48.8314271412863),4326
3153,POINT(2.29338003777 48.8343900673863),4326
3154,POINT(2.30656330671 48.8396927791863),4326
3165,POINT(2.29749089592 48.8358703869863),4326
3168,POINT(2.30460911126 48.8487158340863),4326
3169,POINT(2.28103355717 48.8442908143863),4326
3177,POINT(2.31199064894 48.8438922883863),4326
3178,POINT(2.30861826461 48.8362671813863),4326
3186,POINT(2.2764428832 48.8435286584863),4326
3198,POINT(2.28153809084 48.8439293135863),4326
3201,POINT(2.28339175903 48.8440709929863),4326
3217,POINT(2.30297615173 48.8273966913863),4326
3219,POINT(2.29926798797 48.8363491145863),4326
3223,POINT(2.30223469631 48.8345532406863),4326
3242,POINT(2.2746332322 48.8433353882863),4326
3252,POINT(2.28083601418 48.8399176459863),4326
3254,POINT(2.28182727794 48.8327120570863),4326
3267,POINT(2.27772575858 48.8332875044863),4326
3270,POINT(2.30685702952 48.8342978934863),4326
3283,POINT(2.30893298422 48.8458637085863),4326
3302,POINT(2.27701813845 48.8387142323863),4326
3303,POINT(2.26935812414 48.8297091071863),4326
3304,POINT(2.30539700769 48.8420055825863),4326
3305,POINT(2.29902959354 48.8274156252863),4326
3306,POINT(2.28043131041 48.8386513513863),4326
3318,POINT(2.28555488805 48.8333801792863),4326
3321,POINT(2.27394723704 48.8372279078863),4326
3325,POINT(2.28098618566 48.8356916917863),4326
3326,POINT(2.30015987467 48.8276478542862),4326
3357,POINT(2.27728347632 48.8335106214863),4326
3376,POINT(2.29624417139 48.8285147579863),4326
3378,POINT(2.27780861164 48.8332504287863),4326
3388,POINT(2.27550900563 48.8415490508863),4326
3411,POINT(2.27481638668 48.8425553239863),4326
3423,POINT(2.28607173148 48.8467329802863),4326
3424,POINT(2.28748232213 48.8323702458863),4326
3441,POINT(2.27624458769 48.8411038540863),4326
3442,POINT(2.27007821265 48.8284301137863),4326
3443,POINT(2.29353219037 48.8302231385863),4326
3444,POINT(2.28514244947 48.8509827720863),4326
3445,POINT(2.30009636906 48.8270299864863),4326
3454,POINT(2.29856327495 48.8293466820863),4326
3465,POINT(2.27902286566 48.8380349122863),4326
3470,POINT(2.27008828131 48.8330727935863),4326
3474,POINT(2.29879036986 48.8325045844863),4326
3480,POINT(2.26878856774 48.8279835348863),4326
3502,POINT(2.31181583314 48.8437070928863),4326
3505,POINT(2.31122746062 48.8465291499863),4326
3522,POINT(2.29124941515 48.8315816422863),4326
3523,POINT(2.28003108389 48.8461920470863),4326
3532,POINT(2.30553628157 48.8468254884863),4326
3547,POINT(2.26998328724 48.8351204670863),4326
3553,POINT(2.30675469304 48.8412408743863),4326
3560,POINT(2.29232328342 48.8454474796863),4326
3575,POINT(2.29322741972 48.8342800264863),4326
3582,POINT(2.30253169346 48.8462743183863),4326
3585,POINT(2.29152920588 48.8314600313863),4326
3587,POINT(2.2930595076 48.8468488796863),4326
3602,POINT(2.28634908702 48.8316248936863),4326
3620,POINT(2.29836888519 48.8311705679863),4326
3627,POINT(2.27685948547 48.8413249327863),4326
3628,POINT(2.27327503439 48.8422108559863),4326
3663,POINT(2.30112922971 48.8316718441863),4326
3666,POINT(2.31931786337 48.8405557983863),4326
3700,POINT(2.28146909609 48.8385996701863),4326
3704,POINT(2.27257820711 48.8396782439863),4326
3713,POINT(2.28483749744 48.8381365334863),4326
3720,POINT(2.315889722 48.8394291112863),4326
3746,POINT(2.27674244962 48.8416317830863),4326
3747,POINT(2.26922439796 48.8313986756863),4326
3753,POINT(2.28453995049 48.8386208830863),4326
3759,POINT(2.29979703789 48.8517730816863),4326
3760,POINT(2.30276428691 48.8357530890863),4326
3785,POINT(2.29100706626 48.8424401704863),4326
3806,POINT(2.29648410177 48.8495911696863),4326
3819,POINT(2.2716551307 48.8279923302862),4326
3822,POINT(2.29391642079 48.8519870524863),4326
3848,POINT(2.27373851651 48.8367503947863),4326
3855,POINT(2.30482107368 48.8347594897863),4326
3872,POINT(2.29790848617 48.8314369416863),4326
3881,POINT(2.30403135566 48.8406231677863),4326
3897,POINT(2.28665481885 48.8331963015862),4326
3912,POINT(2.27824773263 48.8395750454863),4326
3918,POINT(2.29345208384 48.8344621011863),4326
3919,POINT(2.29750517215 48.8291935310863),4326
3929,POINT(2.27212875474 48.8407254192863),4326
3932,POINT(2.27959538712 48.8449428562863),4326
3934,POINT(2.28284388469 48.8459351832863),4326
3937,POINT(2.3130957556 48.8427245619863),4326
3948,POINT(2.30381751465 48.8471897783863),4326
3949,POINT(2.27810680058 48.8385112984863),4326
3978,POINT(2.30592085766 48.8474209672863),4326
3983,POINT(2.27582739778 48.8420164300863),4326
3984,POINT(2.272614264 48.8299636486863),4326
3993,POINT(2.29687151202 48.8370346911863),4326
3995,POINT(2.29759131977 48.8398223390863),4326
4000,POINT(2.29765842145 48.8292572887863),4326
4085,POINT(2.28577087963 48.8491430108863),4326
4099,POINT(2.31428145284 48.8416248107863),4326
4109,POINT(2.27950094302 48.8405390462863),4326
4110,POINT(2.27027291964 48.8280384158863),4326
4111,POINT(2.2679320236 48.8302599541863),4326
4158,POINT(2.29921910348 48.8320575891863),4326
4160,POINT(2.27009873447 48.8319205373863),4326
4165,POINT(2.27086724439 48.8356695768863),4326
4167,POINT(2.29984796031 48.8517400493863),4326
4168,POINT(2.28236422918 48.8329371294863),4326
4170,POINT(2.29367660213 48.8384092740863),4326
4171,POINT(2.2892282443 48.8405658421863),4326
4191,POINT(2.29011653303 48.8530208850863),4326
4192,POINT(2.294339216 48.8501197026863),4326
4193,POINT(2.29183684844 48.8512885048863),4326
4196,POINT(2.28760416343 48.8410470395863),4326
4224,POINT(2.27611523154 48.8410938168863),4326
4225,POINT(2.27354304677 48.8294355564862),4326
4244,POINT(2.29010824721 48.8319943798863),4326
4263,POINT(2.29773059127 48.8311736209863),4326
4265,POINT(2.30153490409 48.8307436470863),4326
4266,POINT(2.27490059434 48.8424642065863),4326
4267,POINT(2.27660307606 48.8414490605863),4326
4277,POINT(2.29398743913 48.8304606454863),4326
4278,POINT(2.29245121182 48.8300107726863),4326
4292,POINT(2.30990931109 48.8441238034863),4326
4299,POINT(2.27377887356 48.8309876550863),4326
4323,POINT(2.29362983468 48.8346327461863),4326
4328,POINT(2.29686456496 48.8309767585863),4326
4345,POINT(2.27837834815 48.8404573078863),4326
4346,POINT(2.27616356292 48.8377422646863),4326
4347,POINT(2.27528661923 48.8419893668863),4326
4348,POINT(2.26997899448 48.8320504593863),4326
4349,POINT(2.29621496602 48.8515046602863),4326
4351,POINT(2.27470844054 48.8416723690863),4326
4358,POINT(2.28827755074 48.8502957776863),4326
4360,POINT(2.28136768589 48.8440061663863),4326
4361,POINT(2.30053249288 48.8361055817863),4326
4369,POINT(2.30887561133 48.8394328428863),4326
4389,POINT(2.27494428382 48.8415970194863),4326
4399,POINT(2.27766163531 48.8332775478863),4326
4402,POINT(2.28187021266 48.8439095969863),4326
4433,POINT(2.28646555896 48.8507538767863),4326
4447,POINT(2.27611227059 48.8417729858863),4326
4448,POINT(2.29375024356 48.8346486116863),4326
4450,POINT(2.2960655197 48.8511909923863),4326
4458,POINT(2.28332898426 48.8525261826863),4326
4477,POINT(2.31243081085 48.8372687436863),4326
4479,POINT(2.27502463891 48.8415045474863),4326
4481,POINT(2.31830984703 48.8396140143863),4326
4493,POINT(2.2781348619 48.8320561988863),4326
4516,POINT(2.29976834617 48.8329080809863),4326
4522,POINT(2.29879607338 48.8366035515863),4326
4524,POINT(2.28074643467 48.8444214934863),4326
4543,POINT(2.2782785649 48.8394206383863),4326
4554,POINT(2.30203503449 48.8486434658863),4326
4565,POINT(2.29326698166 48.8276391211863),4326
4599,POINT(2.30139039287 48.8308373455863),4326
4618,POINT(2.30165876272 48.8443619242863),4326
4619,POINT(2.30353006877 48.8415389460863),4326
4621,POINT(2.29838307804 48.8399674041863),4326
4632,POINT(2.29322150925 48.8359698887863),4326
4641,POINT(2.2996674535 48.8322499296862),4326
4650,POINT(2.30122812309 48.8320952636863),4326
4654,POINT(2.3018260111 48.8454288644863),4326
4675,POINT(2.27788064562 48.8403797015863),4326
4684,POINT(2.26940886267 48.8290202931863),4326
4685,POINT(2.26776754329 48.8293474424863),4326
4705,POINT(2.31151141918 48.8449341796863),4326
4716,POINT(2.31891867308 48.8455095417863),4326
4754,POINT(2.30126323332 48.8357791893863),4326
4772,POINT(2.27757596348 48.8431111658863),4326
4788,POINT(2.27847182401 48.8413140640863),4326
4828,POINT(2.27518639546 48.8418762483863),4326
4829,POINT(2.29327356013 48.8344088377863),4326
4830,POINT(2.29380018164 48.8525625596863),4326
4869,POINT(2.27801335909 48.8318535190863),4326
4917,POINT(2.27981726905 48.8412872580863),4326
4927,POINT(2.29770963949 48.8409386746863),4326
4950,POINT(2.27752631657 48.8404764749863),4326
4955,POINT(2.27754344662 48.8382901410863),4326
4958,POINT(2.297905318 48.8259826125863),4326
4963,POINT(2.29905521329 48.8311006095863),4326
4965,POINT(2.27419620825 48.8418950403863),4326
4974,POINT(2.27790500638 48.8413799493863),4326
4994,POINT(2.2951004256 48.8269922970863),4326
5035,POINT(2.27715509949 48.8383287523863),4326
5036,POINT(2.27677137891 48.8409020554863),4326
5037,POINT(2.27621651366 48.8410728717863),4326
5038,POINT(2.27211311624 48.8407310351863),4326
5047,POINT(2.29564655778 48.8521011799863),4326
5049,POINT(2.29928870277 48.8291864562863),4326
5058,POINT(2.29654373383 48.8495721479863),4326
5061,POINT(2.29774435956 48.8311496704863),4326
5070,POINT(2.27607355057 48.8416687303863),4326
5086,POINT(2.27605512778 48.8376832480863),4326
5087,POINT(2.28503307654 48.8509923442863),4326
5091,POINT(2.27418591345 48.8432174118863),4326
5109,POINT(2.27001501541 48.8283360663862),4326
5111,POINT(2.29487909926 48.8285977975863),4326
5139,POINT(2.28438157507 48.8464129518863),4326
5149,POINT(2.30193301047 48.8482627280863),4326
5151,POINT(2.32136553056 48.8412425692863),4326
5193,POINT(2.29174560044 48.8516250183863),4326
5213,POINT(2.30027866194 48.8443081093863),4326
5220,POINT(2.28767605003 48.8409483930863),4326
5239,POINT(2.28331572947 48.8504835979863),4326
5240,POINT(2.27673887026 48.8415509709863),4326
